TERYT_CODE;gender;age;predicted_BRCA_cases
1201;K;<45-54>;7.82690771990615
1201;K;<55-64>;11.335549412073
1201;K;<65-74>;7.82896333158149
1201;K;<75-84>;6.6239215782116
1201;K;85+;0.97714424193335
1201;M;<0-44>;0.0157027034445693
1201;M;<45-54>;0.0824547608974966
1201;M;<55-64>;0.312808447128548
1201;M;<65-74>;0.561499745535498
1201;M;<75-84>;0.163185423740551
1201;M;85+;0.0127313950686866
1202;K;<0-44>;4.05565065270052
1202;K;<45-54>;8.83169708964025
1202;K;<55-64>;7.29938210151841
1202;K;<65-74>;5.76241559013812
1202;K;<75-84>;3.82281829025064
1202;K;85+;0.664098856799833
1202;M;<0-44>;0.00747000021622839
1202;M;<45-54>;0.113244988493822
1202;M;<55-64>;0.120604891268869
1202;M;<65-74>;0.466655637595261
1202;M;<75-84>;0.0592299570809064
1202;M;85+;0.00410986729005136
1203;K;<0-44>;5.9450110020146
1203;K;<45-54>;13.1389168139447
1203;K;<55-64>;17.992800609779
1203;K;<65-74>;14.1336639743952
1203;K;<75-84>;7.03227554876705
1203;K;85+;1.59119840964101
1203;M;<0-44>;0.0192238404107499
1203;M;<45-54>;0.231000462609042
1203;M;<55-64>;0.803080259243166
1203;M;<65-74>;0.813655672797181
1203;M;<75-84>;0.289217402776277
1203;M;85+;0.00760110366091284
1204;K;<0-44>;2.75600592379845
1204;K;<45-54>;3.91426423159651
1204;K;<55-64>;6.14384269927078
1204;K;<65-74>;3.63742325438586
1204;K;<75-84>;2.75918925962234
1204;K;85+;0.902186938142697
1204;M;<0-44>;0.00181172868097301
1204;M;<45-54>;0.0748357127100993
1204;M;<55-64>;0.0519051978335595
1204;M;<65-74>;0.0769779698932847
1204;M;<75-84>;0.0470791319684381
1204;M;85+;0.00344152624517697
1205;K;<0-44>;5.47798216112738
1205;K;<45-54>;9.79126253604087
1205;K;<55-64>;9.99064938789571
1205;K;<65-74>;9.25422639757904
1205;K;<75-84>;5.74314961111917
1205;K;85+;1.60885149085247
1205;M;<0-44>;0.013347256848421
1205;M;<45-54>;0.237654005681732
1205;M;<55-64>;0.407039610056108
1205;M;<65-74>;0.480857625791607
1205;M;<75-84>;0.214572060454087
1205;M;85+;0.0233422934460954
1206;K;<0-44>;13.644542468768
1206;K;<45-54>;23.6600093650231
1206;K;<55-64>;27.9353851770113
1206;K;<65-74>;15.9584487575028
1206;K;<75-84>;12.5515145412395
1206;K;85+;2.0548474477966
1206;M;<0-44>;0.0272363802472079
1206;M;<45-54>;0.254805634255955
1206;M;<55-64>;1.2861636140789
1206;M;<65-74>;0.829857751491849
1206;M;<75-84>;0.324970265769217
1206;M;85+;0.0287440036991408
1207;K;<0-44>;4.01270684275067
1207;K;<45-54>;9.00117410039004
1207;K;<55-64>;12.7235413928488
1207;K;<65-74>;8.84976142011045
1207;K;<75-84>;5.71643247520296
1207;K;85+;1.26134727191475
1207;M;<0-44>;0.0080761190606431
1207;M;<45-54>;0.366825434739946
1207;M;<55-64>;0.85135550400442
1207;M;<65-74>;0.497372796969339
1207;M;<75-84>;0.117726689754111
1207;M;85+;0.00942696880656705
1208;K;<0-44>;2.23420691809916
1208;K;<45-54>;3.97098101556368
1208;K;<55-64>;6.77309005488455
1208;K;<65-74>;4.95769660544552
1208;K;<75-84>;3.52060817988466
1208;K;85+;0.567497992869051
1208;M;<0-44>;0.00103933158096612
1208;M;<45-54>;0.022330461798696
1208;M;<55-64>;0.0722200985407747
1208;M;<65-74>;0.284642857936094
1208;M;<75-84>;0.0244754038971388
1208;M;85+;0.00308746903601776
1209;K;<0-44>;6.50564895148757
1209;K;<45-54>;11.2311249497065
1209;K;<55-64>;10.7253191470402
1209;K;<65-74>;8.36887744814591
1209;K;<75-84>;6.84575176256515
1209;K;85+;0.874316201636853
1209;M;<0-44>;0.00535029131359652
1209;M;<45-54>;0.168339367133279
1209;M;<55-64>;0.201324139046221
1209;M;<65-74>;0.323387606447401
1209;M;<75-84>;0.0815068326552632
1209;M;85+;0.00739743028873589
1210;K;<0-44>;9.10304401851035
1210;K;<45-54>;15.9137023466833
1210;K;<55-64>;18.2017677045705
1210;K;<65-74>;11.0160398641535
1210;K;<75-84>;9.14775937155036
1210;K;85+;1.94012384334002
1210;M;<0-44>;0.0132593609020452
1210;M;<45-54>;0.137993404922074
1210;M;<55-64>;0.644769533398521
1210;M;<65-74>;0.783949872912242
1210;M;<75-84>;0.223903306941279
1210;M;85+;0.0181772813467661
1211;K;<0-44>;11.0569736624042
1211;K;<45-54>;16.5821130751642
1211;K;<55-64>;19.6914430986463
1211;K;<65-74>;11.5219292272796
1211;K;<75-84>;7.70188409681195
1211;K;85+;2.42586863694865
1211;M;<0-44>;0.0321054265917521
1211;M;<45-54>;0.235336241727631
1211;M;<55-64>;0.468388986182664
1211;M;<65-74>;0.632320697623544
1211;M;<75-84>;0.200606718288727
1211;M;85+;0.0361610375522846
1212;K;<0-44>;5.82299684256158
1212;K;<45-54>;12.3753694933318
1212;K;<55-64>;17.3141345886571
1212;K;<65-74>;9.28216231630591
1212;K;<75-84>;7.26084032862202
1212;K;85+;1.54619326615632
1212;M;<0-44>;0.0560867994259549
1212;M;<45-54>;0.0962737995961773
1212;M;<55-64>;0.363522261668939
1212;M;<65-74>;0.590632098370689
1212;M;<75-84>;0.351090869291847
1212;M;85+;0.0426651899759426
1213;K;<0-44>;7.04221499143972
1213;K;<45-54>;16.6972239678653
1213;K;<55-64>;19.8627742835696
1213;K;<65-74>;16.5058939322472
1213;K;<75-84>;7.6014309545229
1213;K;85+;2.33276243842099
1213;M;<0-44>;0.0174293804820686
1213;M;<45-54>;0.163324209359156
1213;M;<55-64>;1.05930369638996
1213;M;<65-74>;2.5971892788941
1213;M;<75-84>;0.620051016951943
1213;M;85+;0.0372981336076853
1214;K;<0-44>;2.01405387322253
1214;K;<45-54>;3.67173349300566
1214;K;<55-64>;4.04295418208227
1214;K;<65-74>;2.29650103581518
1214;K;<75-84>;2.06162249838963
1214;K;85+;0.392116376053413
1214;M;<0-44>;0.00290403407830025
1214;M;<45-54>;0.045195760754402
1214;M;<55-64>;0.0943888361908558
1214;M;<65-74>;0.124986643183405
1214;M;<75-84>;0.032817578440907
1214;M;85+;0.00292535436221847
1215;K;<0-44>;4.5967829180104
1215;K;<45-54>;6.88153176823787
1215;K;<55-64>;8.91438988601753
1215;K;<65-74>;6.63422195297544
1215;K;<75-84>;5.42998907029657
1215;K;85+;0.871942240216382
1215;M;<0-44>;0.00443070473282309
1215;M;<45-54>;0.0342177663812613
1215;M;<55-64>;0.406049365510947
1215;M;<65-74>;1.86868784975649
1215;M;<75-84>;0.247849032673098
1215;M;85+;0.0131893998724567
1216;K;<0-44>;8.51801193558734
1216;K;<45-54>;19.8470644117201
1216;K;<55-64>;17.3041996674182
1216;K;<65-74>;11.2165953527107
1216;K;<75-84>;8.75128042625853
1216;K;85+;1.9837857826142
1216;M;<0-44>;0.212148615876291
1216;M;<45-54>;0.281588696536297
1216;M;<55-64>;0.28646390080345
1216;M;<65-74>;1.10350744144136
1216;M;<75-84>;0.17639461146252
1216;M;85+;0.140579690675724
1217;K;<0-44>;2.59406448358924
1217;K;<45-54>;4.74000125424507
1217;K;<55-64>;8.99245827973162
1217;K;<65-74>;4.17750075886466
1217;K;<75-84>;3.00809797794508
1217;K;85+;0.76521236600434
1217;M;<0-44>;0.00424654667844817
1217;M;<45-54>;0.023436800998179
1217;M;<55-64>;0.219600532714712
1217;M;<65-74>;0.238045510313749
1217;M;<75-84>;0.120921730546312
1217;M;85+;0.00540321409502083
1218;K;<0-44>;8.19940524675293
1218;K;<45-54>;13.7687080470756
1218;K;<55-64>;16.0409690700581
1218;K;<65-74>;11.6286146824582
1218;K;<75-84>;8.29936849499907
1218;K;85+;1.40152400424016
1218;M;<0-44>;0.012602694394503
1218;M;<45-54>;0.382183005466197
1218;M;<55-64>;0.827670870757476
1218;M;<65-74>;1.50862583899813
1218;M;<75-84>;0.542317776534071
1218;M;85+;0.019083716415699
1219;K;<0-44>;6.17692523774703
1219;K;<45-54>;11.4460600912721
1219;K;<55-64>;15.4718922564792
1219;K;<65-74>;7.7835893760828
1219;K;<75-84>;6.41233429121976
1219;K;85+;1.54532747073328
1219;M;<0-44>;0.00528088110039616
1219;M;<45-54>;0.0719604467647765
1219;M;<55-64>;0.234342695883388
1219;M;<65-74>;1.01303396251232
1219;M;<75-84>;0.0982455606741284
1219;M;85+;0.0104858229861392
1261;K;<0-44>;47.5080439766065
1261;K;<45-54>;87.7503950518374
1261;K;<55-64>;146.524403218363
1261;K;<65-74>;104.726028517428
1261;K;<75-84>;68.3660981624747
1261;K;85+;18.9237436352544
1261;M;<0-44>;0.66711801672941
1261;M;<45-54>;0.959459831237771
1261;M;<55-64>;3.94720828904601
1261;M;<65-74>;5.54917110081047
1261;M;<75-84>;3.33133117189353
1261;M;85+;1.22190937981225
1262;K;<0-44>;4.13730936750207
1262;K;<45-54>;11.8076677148519
1262;K;<55-64>;11.7759661981829
1262;K;<65-74>;9.69637558058962
1262;K;<75-84>;4.52481673601065
1262;K;85+;1.17117500278972
1262;M;<0-44>;0.0101226526712687
1262;M;<45-54>;0.0943586006590651
1262;M;<55-64>;0.170244653503204
1262;M;<65-74>;0.286946532464125
1262;M;<75-84>;0.406671705799637
1262;M;85+;0.00676220527420934
1263;K;<0-44>;5.68462713197937
1263;K;<45-54>;11.9827727913957
1263;K;<55-64>;22.9124466824128
1263;K;<65-74>;16.043752548337
1263;K;<75-84>;8.33016247866757
1263;K;85+;1.99785036936144
1263;M;<0-44>;0.0184468431164788
1263;M;<45-54>;0.0778974486883466
1263;M;<55-64>;1.63821462565246
1263;M;<65-74>;0.796850456187845
1263;M;<75-84>;0.334404476517139
1263;M;85+;0.00612525236607353
1401;K;<0-44>;1.53679261592588
1401;K;<45-54>;2.68172155529277
1401;K;<55-64>;3.90049990758799
1401;K;<65-74>;1.90645893729323
1401;K;<75-84>;2.51575671354451
1401;K;85+;0.565540870583046
1401;M;<0-44>;0.0125721904262614
1401;M;<45-54>;0.0372776738633097
1401;M;<55-64>;0.0478898793129581
1401;M;<65-74>;0.0431599234719044
1401;M;<75-84>;0.0611990581287438
1401;M;85+;0.00613554260686145
1402;K;<0-44>;4.8862955775494
1402;K;<45-54>;9.72526885823982
1402;K;<55-64>;13.5459421880107
1402;K;<65-74>;7.2003855604821
1402;K;<75-84>;4.5996194271196
1402;K;85+;0.950686999480063
1402;M;<0-44>;0.0310733652686763
1402;M;<45-54>;0.0727987104546006
1402;M;<55-64>;0.401658413795531
1402;M;<65-74>;1.58185357524995
1402;M;<75-84>;0.12734372394081
1402;M;85+;0.0527807424320602
1403;K;<0-44>;5.4250961069737
1403;K;<45-54>;9.98878878524973
1403;K;<55-64>;14.0654176444478
1403;K;<65-74>;8.0386771340219
1403;K;<75-84>;6.16659761799263
1403;K;85+;1.80056755298637
1403;M;<0-44>;0.0181988206169461
1403;M;<45-54>;0.255932468437582
1403;M;<55-64>;0.112365561797403
1403;M;<65-74>;0.886222265136429
1403;M;<75-84>;0.145196635161377
1403;M;85+;0.0322618918229103
1404;K;<0-44>;2.38527408902849
1404;K;<45-54>;3.41595505934465
1404;K;<55-64>;7.42802990044168
1404;K;<65-74>;4.21203333323271
1404;K;<75-84>;2.73233538017033
1404;K;85+;0.655895939232428
1404;M;<0-44>;0.00871303065317143
1404;M;<45-54>;0.0300700401884691
1404;M;<55-64>;0.0101664873827767
1404;M;<65-74>;0.0234956537290335
1404;M;<75-84>;0.0271793631002713
1404;M;85+;0.0130971222735701
1405;K;<0-44>;6.47846678784809
1405;K;<45-54>;10.3380914424386
1405;K;<55-64>;15.0304552811971
1405;K;<65-74>;10.8873868553439
1405;K;<75-84>;6.57422953986284
1405;K;85+;1.67605575314928
1405;M;<0-44>;0.0180349837043019
1405;M;<45-54>;0.240473692554093
1405;M;<55-64>;0.651324104317801
1405;M;<65-74>;0.383286670195854
1405;M;<75-84>;0.209784274180832
1405;M;85+;0.0164428790716247
1406;K;<0-44>;5.28889665614678
1406;K;<45-54>;9.99084868097743
1406;K;<55-64>;17.0043809416111
1406;K;<65-74>;7.80470042807278
1406;K;<75-84>;4.60713273759358
1406;K;85+;0.867783469119403
1406;M;<0-44>;0.0585432345036073
1406;M;<45-54>;0.720376371641562
1406;M;<55-64>;0.179378266878239
1406;M;<65-74>;0.198956409287154
1406;M;<75-84>;0.185840521001698
1406;M;85+;0.0492147906846222
1407;K;<0-44>;3.20085091225383
1407;K;<45-54>;5.34996621573218
1407;K;<55-64>;10.6460394890745
1407;K;<65-74>;4.81268689403478
1407;K;<75-84>;3.1222940497859
1407;K;85+;0.81387190349279
1407;M;<0-44>;0.0968746220025742
1407;M;<45-54>;0.0370166246421539
1407;M;<55-64>;0.148970554507801
1407;M;<65-74>;0.181254047252558
1407;M;<75-84>;0.103780657439782
1407;M;85+;0.57479247115183
1408;K;<0-44>;5.45344556559893
1408;K;<45-54>;11.2555305725974
1408;K;<55-64>;21.413243396441
1408;K;<65-74>;9.52620673684054
1408;K;<75-84>;6.04823371938425
1408;K;85+;1.49135371933799
1408;M;<0-44>;0.00857419365903955
1408;M;<45-54>;0.196740633542647
1408;M;<55-64>;0.30452300044478
1408;M;<65-74>;0.527696604902992
1408;M;<75-84>;0.214982936255157
1408;M;85+;0.0197194122839073
1409;K;<0-44>;1.52203273227054
1409;K;<45-54>;3.64253498224189
1409;K;<55-64>;3.36929172831724
1409;K;<65-74>;2.05438378306432
1409;K;<75-84>;1.90453584048503
1409;K;85+;0.517469108974049
1409;M;<0-44>;0.00539077926012904
1409;M;<45-54>;0.0331970305378339
1409;M;<55-64>;0.0376396836671767
1409;M;<65-74>;0.0364541951882417
1409;M;<75-84>;0.0359700400187936
1409;M;85+;0.00391111113968959
1410;K;<0-44>;1.70716386004739
1410;K;<45-54>;3.29797945891611
1410;K;<55-64>;5.2652017718199
1410;K;<65-74>;1.51750559056851
1410;K;<75-84>;1.59446106070332
1410;K;85+;0.29279210195546
1410;M;<0-44>;0.00186351678275495
1410;M;<45-54>;0.0188717894359886
1410;M;<55-64>;0.764831036002597
1410;M;<65-74>;0.00940953777445066
1410;M;<75-84>;0.00984575668701284
1410;M;85+;0.00204412181124605
1411;K;<0-44>;2.5898981397713
1411;K;<45-54>;4.78589148809824
1411;K;<55-64>;6.17417491115048
1411;K;<65-74>;3.38345412562593
1411;K;<75-84>;2.23117541755103
1411;K;85+;0.57449656489101
1411;M;<0-44>;0.00235042257518186
1411;M;<45-54>;0.0127390311846511
1411;M;<55-64>;0.0546777763623711
1411;M;<65-74>;0.0379976208887657
1411;M;<75-84>;0.0376785405092626
1411;M;85+;0.0150890304084486
1412;K;<0-44>;6.91629264929402
1412;K;<45-54>;14.0083787648988
1412;K;<55-64>;24.3385260143464
1412;K;<65-74>;12.8277327507659
1412;K;<75-84>;8.2011902289623
1412;K;85+;1.80085201740796
1412;M;<0-44>;0.00924958962724411
1412;M;<45-54>;0.0286239614353047
1412;M;<55-64>;0.0867350673230296
1412;M;<65-74>;0.098624364681817
1412;M;<75-84>;0.149573829117242
1412;M;85+;0.00679450488331813
1413;K;<0-44>;3.55806337611714
1413;K;<45-54>;8.62482921600015
1413;K;<55-64>;12.7349430769019
1413;K;<65-74>;5.76899766876873
1413;K;<75-84>;3.35136119145976
1413;K;85+;0.776866540141405
1413;M;<0-44>;0.00477631731855536
1413;M;<45-54>;0.0467122427689949
1413;M;<55-64>;0.10098062439044
1413;M;<65-74>;0.130097315439815
1413;M;<75-84>;0.169840856932275
1413;M;85+;0.00518143019392639
1414;K;<0-44>;4.08662473457184
1414;K;<45-54>;8.40942262442226
1414;K;<55-64>;13.5687614729036
1414;K;<65-74>;8.63570346648657
1414;K;<75-84>;3.93852508632412
1414;K;85+;0.674593518397553
1414;M;<0-44>;0.00623664843304415
1414;M;<45-54>;0.170531125719601
1414;M;<55-64>;0.102046410329008
1414;M;<65-74>;0.124602510287605
1414;M;<75-84>;0.232623476789854
1414;M;85+;0.284454007945732
1415;K;<0-44>;3.98761885841428
1415;K;<45-54>;6.5197316593768
1415;K;<55-64>;7.04712536415027
1415;K;<65-74>;6.73348675228705
1415;K;<75-84>;5.17011851961728
1415;K;85+;1.00085924941781
1415;M;<0-44>;0.0214906201918557
1415;M;<45-54>;0.0447225942763283
1415;M;<55-64>;0.111466872186273
1415;M;<65-74>;0.112541213499784
1415;M;<75-84>;0.17745301470808
1415;M;85+;0.0313969313704661
1416;K;<0-44>;3.272391705688
1416;K;<45-54>;6.45074274049571
1416;K;<55-64>;10.8217359968554
1416;K;<65-74>;5.42794138732198
1416;K;<75-84>;3.75884050607802
1416;K;85+;0.694467084742657
1416;M;<0-44>;0.0255697135618027
1416;M;<45-54>;0.0366509168801847
1416;M;<55-64>;0.300746670638853
1416;M;<65-74>;0.149264456144852
1416;M;<75-84>;0.112244415340582
1416;M;85+;0.0562457641261573
1417;K;<0-44>;5.74326008320807
